Scene Number,Scene Name,Split,Instruction Type,Instruction,Annotator,Source Row
461,scene-0461,trainval,unknown,turn right at the intersection,Annotator 3,296
461,scene-0461,trainval,unknown,turn right here,Annotator 1,427
465,scene-0465,trainval,d,Go straight when the stoplight turns green,Annotator 5,450
468,scene-0468,trainval,d,Go straight when the stoplight turns green,Annotator 5,452
474,scene-0474,trainval,s,Move into the far right lane after passing the big white vehicle on the right,Annotator 5,457
474,scene-0474,trainval,s,Shift to the right lane and then continue,Annotator 2,394
474,scene-0474,trainval,s,drive around the parked car,Annotator 1,437
474,scene-0474,trainval,s,slide into the right lane,Annotator 3,306
474,scene-0474,trainval,unknown,change lanes to the right,Annotator 4,385
475,scene-0475,trainval,ds,turn right at the intersection and slow to avoid hitting the car in front,Annotator 3,307
475,scene-0475,trainval,s,Take a right turn and then stop behind the black car,Annotator 2,395
475,scene-0475,trainval,s,turn right at the intersection,Annotator 1,175
475,scene-0475,trainval,unknown,Make a right turn at the intersection,Annotator 5,458
475,scene-0475,trainval,unknown,turn right,Annotator 4,386
475,scene-0475,trainval,unknown,turn right at the intersection,Annotator 1,438
476,scene-0476,trainval,d,Make a right turn at the green stoplight,Annotator 5,459
476,scene-0476,trainval,s,Take a right turn and then continue,Annotator 2,396
476,scene-0476,trainval,s,turn right at the intersection,Annotator 1,176
476,scene-0476,trainval,s,turn right at the intersection and go straight,Annotator 3,308
476,scene-0476,trainval,unknown,turn right,Annotator 4,387
476,scene-0476,trainval,unknown,turn right at the intersection,Annotator 1,439
477,scene-0477,trainval,d,stop behind the black car at the intersection,Annotator 3,309
479,scene-0479,trainval,d,follow the black car in front of you,Annotator 1,179
479,scene-0479,trainval,s,Shift to the left lane and then stop,Annotator 2,399
479,scene-0479,trainval,s,Switch into the left turning lane when it appears,Annotator 5,462
500,scene-0500,trainval,ds,Turn left,Annotator 6,2
500,scene-0500,trainval,s,Take a left turn at the stoplights,Annotator 2,400
500,scene-0500,trainval,s,turn left at the intersection,Annotator 1,182
500,scene-0500,trainval,unknown,Make a left turn at the intersection,Annotator 5,465
500,scene-0500,trainval,unknown,stay in the left turn lane and at the signal turn left,Annotator 1,445
500,scene-0500,trainval,unknown,turn left,Annotator 4,393
501,scene-0501,trainval,ds,Slow down to avoid hitting pedestrian,Annotator 6,3
501,scene-0501,trainval,unknown,continue on this road,Annotator 1,446
502,scene-0502,trainval,d,Proceed with caution avoiding the pedestrian and slow down to maintain a safe distance behind the vehicle ahead,Annotator 6,4
502,scene-0502,trainval,s,Take a right turn and then continue down the road and stop behind the black car,Annotator 2,402
502,scene-0502,trainval,unknown,turn right,Annotator 4,395
502,scene-0502,trainval,unknown,turn right at the intersection,Annotator 1,447
504,scene-0504,trainval,d,Follow vehicle ahead and stop to maintain a safe distance,Annotator 6,5
505,scene-0505,trainval,d,Follow the vehicle ahead,Annotator 6,6
507,scene-0507,trainval,d,Be cautious of the pedestrians on the road and stay on the left side of the lane,Annotator 5,471
507,scene-0507,trainval,d,"Following the vehicle ahead, proceed with caution maintaining a safe distance to avoid hitting the two pedestrians",Annotator 6,8
507,scene-0507,trainval,d,follow the road slow down for pedestrians,Annotator 1,188
507,scene-0507,trainval,s,slow down near the construction zone,Annotator 3,320
508,scene-0508,trainval,s,cross the round about,Annotator 3,321
508,scene-0508,trainval,s,exit the roundabout on the second exit,Annotator 1,189
508,scene-0508,trainval,unknown,at the roundabout take the second exit,Annotator 1,452
508,scene-0508,trainval,unknown,go straight at the roundabout,Annotator 4,400
510,scene-0510,trainval,s,Make a left turn,Annotator 6,11
510,scene-0510,trainval,s,Take a left turn at the dead end and then continue down the road,Annotator 2,409
510,scene-0510,trainval,unknown,Make a left turn and go straight,Annotator 5,474
510,scene-0510,trainval,unknown,take a left here,Annotator 1,191
510,scene-0510,trainval,unknown,turn left,Annotator 3,323
510,scene-0510,trainval,unknown,turn left here,Annotator 1,454
512,scene-0512,trainval,s,Take a right turn and then continue down the road,Annotator 2,411
512,scene-0512,trainval,s,continue right,Annotator 1,193
512,scene-0512,trainval,unknown,keep right and take the first right,Annotator 1,456
512,scene-0512,trainval,unknown,turn right,Annotator 3,325
513,scene-0513,trainval,s,Make a right turn,Annotator 6,14
513,scene-0513,trainval,s,Take a right turn and then continue down the road,Annotator 2,412
513,scene-0513,trainval,s,turn right at the intersection,Annotator 3,326
513,scene-0513,trainval,unknown,Make a right turn and go straight,Annotator 5,477
513,scene-0513,trainval,unknown,turn right,Annotator 1,457
513,scene-0513,trainval,unknown,turn right here,Annotator 1,194
514,scene-0514,trainval,d,Slowly move forward and wait for oncoming traffic to pass,Annotator 6,15
514,scene-0514,trainval,d,wait for the oncoming traffic to pass,Annotator 3,327
514,scene-0514,trainval,ds,"When the stoplight is green, attempt to make a left turn while",Annotator 5,478
514,scene-0514,trainval,unknown,turn right,Annotator 4,406
515,scene-0515,trainval,ds,Continue straight and stop at a safe distance behind the car ahead,Annotator 6,16
515,scene-0515,trainval,s,Stop behind the gray car,Annotator 2,414
515,scene-0515,trainval,s,go straight and stop behind the parked car,Annotator 3,328
517,scene-0517,trainval,d,follow the gray car until the intersection and then continue going straight,Annotator 2,415
517,scene-0517,trainval,ds,Continue straight while maintaining a safe distance between the car ahead,Annotator 6,17
518,scene-0518,trainval,d,Turn left. Slow down to avoid the car pulling into traffic and go around when it's stopped. Stop behind the loading car,Annotator 6,18
518,scene-0518,trainval,d,"stop at the intersection, turn right and then swerve around the car to go straight",Annotator 3,330
518,scene-0518,trainval,d,"turn left, go around the vechile",Annotator 4,409
518,scene-0518,trainval,sd,take a left turn and then shift to the left slightly and stop behind the people unloading the car,Annotator 2,416
518,scene-0518,trainval,sd,turn left when there are no approaching vehicles,Annotator 1,198
518,scene-0518,trainval,unknown,Make a left turn at the internsection once it is clear.,Annotator 5,481
518,scene-0518,trainval,unknown,turn left at the traffic light,Annotator 1,461
520,scene-0520,trainval,d,Slow down to let the vehicle ahead turn,Annotator 6,20
521,scene-0521,trainval,d,"Slow down to let the pedestrians cross, continue straight when all pedestrians aren't an obstacle on the lane",Annotator 6,21
521,scene-0521,trainval,d,Slowdown to allow the people to cross the crosswalk,Annotator 2,419
521,scene-0521,trainval,ds,Slow down before the crosswalk to allow the pedestrians to cross,Annotator 5,484
522,scene-0522,trainval,s,Take the roundabout and then continue going straight,Annotator 2,420
523,scene-0523,trainval,d,follow the car ahead through the roundabout,Annotator 1,203
523,scene-0523,trainval,ds,In the roundabout take the second exit,Annotator 6,23
523,scene-0523,trainval,unknown,cross the round about,Annotator 3,335
523,scene-0523,trainval,unknown,go straight at the roundabout,Annotator 4,414
524,scene-0524,trainval,d,"Follow the vehicle ahead, and cautiously go around the vehicle that's turning left",Annotator 6,24
524,scene-0524,trainval,d,Shift to the right of the white car and then continue going straight,Annotator 2,422
524,scene-0524,trainval,d,Switch into the right lane before appraoching the car ahead of you,Annotator 5,487
524,scene-0524,trainval,unknown,go straight,Annotator 3,336
525,scene-0525,trainval,s,Take a right and then continue going straight and shift to the opposing lane,Annotator 2,423
525,scene-0525,trainval,s,Turn right,Annotator 6,25
525,scene-0525,trainval,s,turn right at the intersection,Annotator 3,337
525,scene-0525,trainval,unknown,Make a right turn and go straight,Annotator 5,488
525,scene-0525,trainval,unknown,turn right,Annotator 4,416
525,scene-0525,trainval,unknown,turn right here,Annotator 1,205
526,scene-0526,trainval,s,Shift to the opposing lane to avoid the cars on the right,Annotator 2,424
527,scene-0527,trainval,ds,"Continuing straight, slow down when approaching the truck stopped in the road",Annotator 6,27
527,scene-0527,trainval,s,Go straight and then stop right before the yellow truck,Annotator 2,425
528,scene-0528,trainval,d,drive around the parked yellow truck when there are no approaching cars,Annotator 1,208
528,scene-0528,trainval,d,"wait for the black car to pass, then pass the truck and slide into the right lane",Annotator 3,340
528,scene-0528,trainval,ds,Proceed with caution going around the trucks stopped on the road,Annotator 6,28
528,scene-0528,trainval,s,Briefly go to the left side of the road to avoid the parked vehicle in front,Annotator 5,491
528,scene-0528,trainval,s,Move to the left of the yellow truck and then go back to the right lane,Annotator 2,426
528,scene-0528,trainval,s,go around the vehicle obstructing the road,Annotator 4,419
529,scene-0529,trainval,s,Shift slightly to the opposing lane to avoid the cars parked to the right and then continue going straight,Annotator 2,427
529,scene-0529,trainval,s,Stay on the left sides of the lane to avoid hitting the cars on the right side,Annotator 5,492
530,scene-0530,trainval,s,Shift to the opposing lane to avoid the cars on the right and stop at the stop sign,Annotator 2,428
530,scene-0530,trainval,s,stop at the intersection,Annotator 3,342
530,scene-0530,trainval,unknown,Stop at the stopsign,Annotator 5,493
531,scene-0531,trainval,s,Make a right turn and change one lane to the left,Annotator 6,31
531,scene-0531,trainval,s,Take a right turn and then continue going straight and shift to the left lane,Annotator 2,429
531,scene-0531,trainval,unknown,Go into the left most lane when you see the markings on the row,Annotator 5,495
531,scene-0531,trainval,unknown,Make a right turn and go straight,Annotator 5,494
531,scene-0531,trainval,unknown,turn right,Annotator 3,343
532,scene-0532,trainval,s,Stop at the intersection and allow the other cars to pass,Annotator 2,430
532,scene-0532,trainval,unknown,stop at the intersection,Annotator 3,344
533,scene-0533,trainval,s,Stop at the intersection and then continue going straight and take a slight left,Annotator 2,431
533,scene-0533,trainval,s,"stop at the intersection, then continue to go straight",Annotator 3,345
534,scene-0534,trainval,s,Briefly go on the left side of the road to pass the parked vehicle on your lane,Annotator 5,498
534,scene-0534,trainval,s,"Continue straight. Cautiously go around the truck to proceed straight, going into the oncoming lane shortly",Annotator 6,34
534,scene-0534,trainval,s,Move to the center of the lane and then back to the right lane to avoid the white truck,Annotator 2,432
534,scene-0534,trainval,s,drive around the parked truck and continue,Annotator 1,214
534,scene-0534,trainval,s,swerve around the parked truck,Annotator 3,346
535,scene-0535,trainval,s,Take a left turn and then shift slightly to the left to avoid the construction zone,Annotator 2,433
535,scene-0535,trainval,s,avoid the traffic cones.,Annotator 3,347
535,scene-0535,trainval,s,go around the road obstructions,Annotator 4,426
535,scene-0535,trainval,unknown,Continue to the intersection while going around the construction debris,Annotator 6,35
536,scene-0536,trainval,d,Make a right turn when the light turns green,Annotator 6,36
